Name,Year,Location,Vendeur,Owner_type,Kilometers_Driven,Fuel_Type,Transmission,Puissance_fiscale,Puissance_dynamique,Price
TOYOTA Hilux 2021,2021,Beni Mellal,Particulier,Première,25.000 km,Diesel,Manuelle,10 cv ,150 ch ,240.000 DH
CHEVROLET Spark 2008,2008,Marrakech,Particulier,Seconde,123.000 km,Essence,Manuelle,5 cv ,- ,40.000 DH
PEUGEOT 307 2006,2006,Casablanca,Particulier,Seconde,230.000 km,Diesel,Manuelle,- ,- ,67.000 DH
SKODA Kamiq 2020,2020,Casablanca,Particulier,Première,6.400 km,Diesel,Manuelle,8 cv ,95 ch ,198.000 DH
HONDA Accord 2007,2007,Casablanca,Particulier,Seconde,250.000 km,Essence,Manuelle,11 cv ,155 ch ,64.000 DH
VOLKSWAGEN Touareg 2008,2008,Casablanca,Particulier,Première,126.000 km,Diesel,Automatique,12 cv ,245 ch ,120.000 DH
LAND ROVER Range Rover 2016,2016,Casablanca,Particulier,Seconde,117.000 km,Diesel,Automatique,12 cv ,- ,500.000 DH
JEEP Grand Cherokee 2014,2014,Casablanca,Particulier,Seconde,157.000 km,Diesel,Automatique,12 cv ,250 ch ,153.000 DH
MERCEDES Classe E 1997,1997,Salé,Particulier,Seconde,250.000 km,Diesel,Automatique,9 cv ,150 ch ,80.000 DH
HYUNDAI i30 2016,2016,Casablanca,Particulier,Seconde,164.000 km,Diesel,Manuelle,- ,- ,152.000 DH
BMW Série 3 2011,2011,Mohammadia,Particulier,Seconde,185.000 km,Diesel,Manuelle,8 cv ,150 ch ,165.000 DH
VOLKSWAGEN Passat 2013,2013,Marrakech,Particulier,Seconde,284.266 km,Diesel,Manuelle,8 cv ,140 ch ,125.000 DH
MERCEDES Classe G 2017,2017,Casablanca,Particulier,Seconde,110.000 km,Diesel,Automatique,12 cv ,- ,720.000 DH
BMW X5 2007,2007,Tanger,Particulier,Seconde,212.000 km,Diesel,Automatique,12 cv ,235 ch ,120.000 DH
SKODA Superb 2012,2012,Marrakech,Particulier,Seconde,213.000 km,Diesel,Automatique,8 cv ,177 ch ,110.000 DH
FORD Focus 2012,2012,Rabat,Particulier,Seconde,185.000 km,Diesel,Manuelle,6 cv ,110 ch ,119.000 DH
FORD Kuga 2018,2018,Agadir,Particulier,Première,150.000 km,Diesel,Manuelle,8 cv ,150 ch ,180.000 DH
MITSUBISHI Lancer 2007,2007,Casablanca,Particulier,Seconde,200.110 km,Essence,Automatique,7 cv ,- ,40.000 DH
MERCEDES Classe A 2019,2019,Marrakech,Particulier,Première,23.000 km,Essence,Automatique,14 cv ,306 ch ,650.000 DH
DACIA Duster 2019,2019,Meknès,Particulier,Première,45.000 km,Diesel,Manuelle,6 cv ,85 ch ,170.000 DH
PEUGEOT 206 2010,2010,Casablanca,Particulier,Seconde,102.329 km,Essence,Manuelle,6 cv ,60 ch ,59.000 DH
JEEP Renegade 2017,2017,Casablanca,Particulier,Première,60.000 km,Diesel,Automatique,6 cv ,120 ch ,193.000 DH
CITROEN C-Elysée 2015,2015,Fès,Particulier,Seconde,54.400 km,Diesel,Automatique,6 cv ,92 ch ,88.000 DH
CITROEN C-Elysée 2015,2015,Fès,Particulier,Seconde,59.900 km,Diesel,Manuelle,6 cv ,92 ch ,90.000 DH
AUDI A3 Sportback 2008,2008,Meknès,Particulier,Seconde,285.000 km,Diesel,Manuelle,6 cv ,105 ch ,120.000 DH
DFSK Glory IX5 2021,2021,Rabat,Particulier,Première,13.000 km,Essence,Automatique,9 cv ,150 ch ,215.000 DH
VOLKSWAGEN Polo 2008,2008,Marrakech,Particulier,Seconde,120.000 km,Diesel,Manuelle,6 cv ,70 ch ,74.000 DH
DACIA Sandero 2013,2013,Casablanca,Particulier,Première,137.000 km,Diesel,Manuelle,6 cv ,70 ch ,93.000 DH
JEEP Wrangler 2017,2017,Casablanca,Particulier,Seconde,87.000 km,Diesel,Automatique,11 cv ,200 ch ,370.000 DH
PEUGEOT 508 2013,2013,Casablanca,Particulier,Seconde,125.000 km,Diesel,Manuelle,6 cv ,110 ch ,120.000 DH
RENAULT Trafic 2018,2018,Rabat,Particulier,Première,200.000 km,Diesel,Manuelle,9 cv ,110 ch ,195.000 DH
FORD Fiesta 2012,2012,Rabat,Particulier,Seconde,96.000 km,Essence,Manuelle,7 cv ,70 ch ,79.000 DH
AUDI A4 2009,2009,Casablanca,Particulier,Seconde,200.000 km,Diesel,Automatique,8 cv ,143 ch ,130.000 DH
DACIA Sandero 2010,2010,Casablanca,Particulier,Première,130.000 km,Diesel,Automatique,6 cv ,85 ch ,65.000 DH
RENAULT Clio 2020,2020,Casablanca,Particulier,Seconde,47.000 km,Diesel,Automatique,6 cv ,90 ch ,145.000 DH
FIAT Fiorino 2022,2022,Casablanca,Particulier,Première,4.000 km,Diesel,Manuelle,6 cv ,75 ch ,153.000 DH
SEAT Leon 2021,2021,Tétouan,Particulier,Seconde,34.000 km,Diesel,Automatique,8 cv ,150 ch ,355.000 DH
SKODA Octavia 2017,2017,Rabat,Particulier,Première,98.000 km,Diesel,Automatique,8 cv ,143 ch ,178.000 DH
PEUGEOT Partner 2004,2004,Temara,Particulier,Seconde,2.500.000 km,Diesel,Manuelle,7 cv ,75 ch ,48.000 DH
VOLKSWAGEN Polo Sedan 2001,2001,Beni Mellal,Particulier,Seconde,200.100 km,Essence,Manuelle,8 cv ,90 ch ,15.000 DH
HYUNDAI Accent 2009,2009,Casablanca,Particulier,Première,82.000 km,Essence,Manuelle,- ,- ,55.000 DH
NISSAN Qashqai 2017,2017,El Jadida,Particulier,Seconde,80.000 km,Diesel,Manuelle,6 cv ,130 ch ,175.000 DH
DACIA Sandero 2012,2012,Casablanca,Particulier,Première,130.000 km,Diesel,Manuelle,6 cv ,85 ch ,67.000 DH
MERCEDES Classe S 2000,2000,Casablanca,Particulier,Première,168.672 km,Diesel,Automatique,13 cv ,- ,70.000 DH
MITSUBISHI Pajero Sport 2013,2013,Rabat,Particulier,Première,190.000 km,Diesel,Manuelle,9 cv ,178 ch ,115.000 DH
TOYOTA Yaris 2021,2021,Rabat,Particulier,Première,4.600 km,Essence,Automatique,6 cv ,69 ch ,145.000 DH
KIA Rio 2017,2017,Casablanca,Particulier,Première,73.154 km,Diesel,Manuelle,6 cv ,90 ch ,120.000 DH
AUDI A4 2009,2009,Tanger,Particulier,Seconde,222.300 km,Diesel,Automatique,8 cv ,143 ch ,130.000 DH
VOLKSWAGEN CC 2018,2018,Casablanca,Particulier,Première,110.000 km,Diesel,Automatique,8 cv ,184 ch ,250.000 DH
RENAULT Mégane Sedan 2018,2018,Tanger,Particulier,Seconde,84.533 km,Diesel,Automatique,6 cv ,110 ch ,157.500 DH
MERCEDES Classe A 2017,2017,Casablanca,Particulier,Seconde,71.000 km,Diesel,Automatique,9 cv ,150 ch ,285.000 DH
VOLKSWAGEN Passat 2008,2008,El Jadida,Particulier,Première,310.000 km,Diesel,Manuelle,8 cv ,110 ch ,120.000 DH
RENAULT Clio 2014,2014,Oujda,Particulier,Seconde,100.000 km,Essence,Automatique,9 cv ,200 ch ,140.000 DH
KIA Sorento 2008,2008,Casablanca,Particulier,Première,200.000 km,Diesel,Automatique,9 cv ,202 ch ,62.000 DH
FORD Kuga 2020,2020,El Jadida,Particulier,Première,97.000 km,Diesel,Manuelle,6 cv ,120 ch ,250.000 DH
OPEL Astra 2017,2017,Kénitra,Particulier,Première,133.000 km,Diesel,Manuelle,6 cv ,136 ch ,158.000 DH
AUDI Q7 2007,2007,Salé,Particulier,Seconde,300.000 km,Diesel,Manuelle,12 cv ,340 ch ,100.000 DH
FORD Fiesta 2018,2018,Casablanca,Particulier,Seconde,43.000 km,Diesel,Manuelle,6 cv ,85 ch ,116.000 DH
HYUNDAI Tucson 2008,2008,Sidi Kacem,Particulier,Seconde,150.000 km,Diesel,Manuelle,8 cv ,130 ch ,76.000 DH
FORD Mondeo 2009,2009,Mohammadia,Particulier,Seconde,240.000 km,Diesel,Manuelle,8 cv ,140 ch ,90.000 DH
VOLKSWAGEN Golf 2000,2000,Marrakech,Particulier,Seconde,165.000 km,Essence,Manuelle,9 cv ,100 ch ,49.000 DH
FIAT 500 2014,2014,Agadir,Particulier,Première,100.000 km,Diesel,Manuelle,- ,6 ch ,80.000 DH
VOLKSWAGEN Golf 2017,2017,Casablanca,Particulier,Première,124.000 km,Diesel,Automatique,8 cv ,150 ch ,198.000 DH
CITROEN C5 2014,2014,Meknès,Particulier,Seconde,280.000 km,Diesel,Manuelle,8 cv ,150 ch ,95.000 DH
VOLKSWAGEN Touran 2011,2011,Aït Melloul,Particulier,Seconde,146.000 km,Diesel,Manuelle,6 cv ,110 ch ,160.000 DH
VOLKSWAGEN Golf 1997,1997,Guelmim,Particulier,Seconde,540.000 km,Diesel,Manuelle,6 cv ,- ,35.000 DH
OPEL Astra 2003,2003,Mohammadia,Particulier,Première,300.000 km,Diesel,Manuelle,7 cv ,- ,58.000 DH
TOYOTA Corolla Cross 2021,2021,Agadir,Particulier,Première,19.000 km,Hybride,Automatique,10 cv ,122 ch ,265.000 DH
MERCEDES Classe S 2000,2000,Casablanca,Particulier,Première,168.672 km,Diesel,Manuelle,- ,- ,70.000 DH
VOLVO V40 2014,2014,Casablanca,Particulier,Première,112.000 km,Diesel,Automatique,8 cv ,150 ch ,145.000 DH
FIAT Doblo 2014,2014,Marrakech,Particulier,Première,230.000 km,Diesel,Manuelle,5 cv ,75 ch ,70.000 DH
BMW X1 2010,2010,Laayoune,Particulier,Seconde,162.000 km,Essence,Manuelle,11 cv ,150 ch ,96.000 DH
FORD Kuga 2018,2018,Agadir,Particulier,Première,152.000 km,Diesel,Manuelle,8 cv ,150 ch ,182.000 DH
FORD Fiesta 2015,2015,Casablanca,Particulier,Première,30.600 km,Diesel,Manuelle,6 cv ,85 ch ,138.000 DH
MERCEDES Classe C 2022,2022,Tétouan,Particulier,Première,300.000 km,Diesel,Automatique,8 cv ,200 ch ,75.000 DH
FORD C-Max 2017,2017,Fès,Particulier,Première,110.000 km,Diesel,Manuelle,6 cv ,95 ch ,150.000 DH
AUDI A4 2012,2012,Meknès,Particulier,Première,180.000 km,Diesel,Manuelle,8 cv ,120 ch ,160.000 DH
RENAULT Mégane Sedan 2018,2018,Tanger,Particulier,Seconde,84.522 km,Diesel,Manuelle,6 cv ,110 ch ,157.500 DH
TOYOTA Yaris 2015,2015,Casablanca,Particulier,Seconde,115.000 km,Diesel,Manuelle,5 cv ,90 ch ,78.000 DH
FORD Focus 2014,2014,Boulmane,Particulier,Seconde,146.000 km,Diesel,Manuelle,6 cv ,110 ch ,129.000 DH
VOLKSWAGEN Passat 2012,2012,Casablanca,Particulier,Seconde,150.000 km,Diesel,Automatique,8 cv ,143 ch ,145.000 DH
RENAULT Mégane Sedan 2019,2019,Salé,Particulier,Seconde,50.000 km,Diesel,Manuelle,6 cv ,90 ch ,163.500 DH
FORD Fiesta 2011,2011,Casablanca,Particulier,Première,123.000 km,Essence,Manuelle,6 cv ,70 ch ,73.000 DH
SEAT Leon 2019,2019,Rabat,Particulier,Première,53.000 km,Diesel,Manuelle,6 cv ,105 ch ,185.000 DH
BMW Série 1 2014,2014,Casablanca,Particulier,Seconde,224.000 km,Diesel,Manuelle,6 cv ,95 ch ,145.000 DH
FORD Focus 2017,2017,Rabat,Particulier,Seconde,109.000 km,Diesel,Manuelle,6 cv ,120 ch ,163.000 DH
VOLKSWAGEN Coccinelle 2017,2017,Agadir,Particulier,Seconde,37.000 km,Diesel,Manuelle,8 cv ,150 ch ,219.000 DH
CITROEN C15 1992,1992,Tiznit,Particulier,Seconde,300.000 km,Diesel,Manuelle,6 cv ,70 ch ,30.000 DH
JEEP Renegade 2020,2020,Agadir,Particulier,Première,75.000 km,Diesel,Manuelle,6 cv ,120 ch ,210.000 DH
JAGUAR F-Pace 2017,2017,Beni Mellal,Particulier,Première,85.000 km,Diesel,Automatique,8 cv ,180 ch ,310.000 DH
FORD Fiesta 2014,2014,Marrakech,Particulier,Première,210.000 km,Diesel,Automatique,6 cv ,85 ch ,86.000 DH
VOLKSWAGEN Jetta 2017,2017,Tanger,Particulier,Première,103.000 km,Diesel,Automatique,8 cv ,150 ch ,175.000 DH
AUDI A3 Berline 2016,2016,Casablanca,Particulier,Seconde,100.000 km,Diesel,Automatique,8 cv ,150 ch ,175.000 DH
AUDI A3 Berline 2019,2019,Rabat,Particulier,Première,56.300 km,Diesel,Manuelle,8 cv ,110 ch ,228.000 DH
PEUGEOT 307 2006,2006,Casablanca,Particulier,Seconde,300.000 km,Diesel,Manuelle,6 cv ,90 ch ,56.000 DH
KIA Picanto 2019,2019,Casablanca,Particulier,Première,54.000 km,Essence,Manuelle,6 cv ,67 ch ,72.000 DH
BMW Série 5 2017,2017,Rabat,Particulier,Première,54.000 km,Diesel,Automatique,8 cv ,190 ch ,425.000 DH
RENAULT Koleos 2010,2010,Casablanca,Particulier,Seconde,135.000 km,Diesel,Automatique,8 cv ,110 ch ,60.000 DH
DACIA Logan 2016,2016,Casablanca,Particulier,Seconde,107.000 km,Diesel,Manuelle,6 cv ,85 ch ,83.000 DH
SEAT Ibiza 2012,2012,Casablanca,Particulier,Seconde,134.000 km,Diesel,Manuelle,6 cv ,90 ch ,90.000 DH
CITROEN C4 Cactus 2018,2018,Casablanca,Particulier,Première,42.200 km,Diesel,Automatique,6 cv ,92 ch ,155.000 DH
MINI Countryman 2008,2008,Casablanca,Particulier,Première,183.000 km,Essence,Manuelle,9 cv ,102 ch ,83.000 DH
OPEL Astra 2012,2012,Kénitra,Particulier,Première,68.000 km,Diesel,Manuelle,7 cv ,137 ch ,120.000 DH
VOLKSWAGEN Touareg 2013,2013,Kénitra,Particulier,Seconde,108.000 km,Diesel,Automatique,12 cv ,230 ch ,158.000 DH
VOLKSWAGEN Touareg 2009,2009,Rabat,Particulier,Seconde,179.000 km,Diesel,Automatique,12 cv ,245 ch ,105.000 DH
DACIA Sandero 2011,2011,Mohammadia,Particulier,Seconde,190.000 km,Diesel,Manuelle,- ,- ,82.000 DH
FORD Fusion 2015,2015,Casablanca,Particulier,Seconde,118.000 km,Diesel,Manuelle,8 cv ,150 ch ,163.000 DH
DACIA Logan 2006,2006,Casablanca,Particulier,Seconde,270.000 km,Essence,Manuelle,8 cv ,95 ch ,37.000 DH
OPEL Grandland 2020,2020,Rabat,Particulier,Première,54.000 km,Diesel,Manuelle,6 cv ,130 ch ,215.000 DH
DACIA Sandero 2017,2017,Rabat,Particulier,Seconde,155.000 km,Essence,Manuelle,7 cv ,75 ch ,66.000 DH
NISSAN Juke 2015,2015,Casablanca,Particulier,Première,63.000 km,Diesel,Manuelle,6 cv ,110 ch ,133.000 DH
HYUNDAI Santa Fe 2011,2011,Beni Mellal,Particulier,Première,149.000 km,Diesel,Automatique,9 cv ,202 ch ,95.000 DH
NISSAN Juke 2022,2022,Tétouan,Particulier,Première,8.000 km,Essence,Automatique,6 cv ,117 ch ,225.000 DH
BMW Série 4 Gran Coupé 2019,2019,Rabat,Particulier,Première,86.000 km,Diesel,Automatique,8 cv ,190 ch ,389.000 DH
VOLVO S90 2018,2018,Casablanca,Particulier,Première,42.000 km,Diesel,Automatique,8 cv ,190 ch ,380.000 DH
NISSAN Qashqai 2019,2019,Salé,Particulier,Première,78.000 km,Diesel,Manuelle,6 cv ,110 ch ,195.000 DH
BMW X5 2015,2015,Casablanca,Particulier,Seconde,121.000 km,Diesel,Automatique,8 cv ,218 ch ,290.000 DH
KIA Sportage 2021,2021,Ouarzazate,Particulier,Seconde,11.600 km,Diesel,Manuelle,6 cv ,115 ch ,245.000 DH
VOLKSWAGEN Polo 2017,2017,Kénitra,Particulier,Seconde,95.000 km,Diesel,Automatique,6 cv ,- ,125.000 DH
HYUNDAI i10 2012,2012,Casablanca,Particulier,Seconde,144.000 km,Essence,Manuelle,6 cv ,- ,66.000 DH
FORD Kuga 2020,2020,Casablanca,Particulier,Première,54.000 km,Diesel,Automatique,8 cv ,150 ch ,255.000 DH
MERCEDES Classe M 2004,2004,Al Hoceima,Particulier,Première,250.000 km,Diesel,Manuelle,- ,160 ch ,80.000 DH
HYUNDAI Santa Fe 2010,2010,Khouribga,Particulier,Seconde,303.000 km,Diesel,Manuelle,9 cv ,198 ch ,105.000 DH
MERCEDES Classe C 1998,1998,El Jadida,Particulier,Seconde,200.000 km,Diesel,Manuelle,- ,- ,52.000 DH
HYUNDAI i30 2018,2018,Casablanca,Particulier,Première,80.000 km,Diesel,Manuelle,6 cv ,136 ch ,152.000 DH
AUDI Q5 2012,2012,Rabat,Particulier,Première,153.000 km,Diesel,Automatique,8 cv ,143 ch ,200.000 DH
BMW Série 1 2017,2017,Rabat,Particulier,Seconde,97.000 km,Diesel,Manuelle,6 cv ,95 ch ,198.000 DH
PEUGEOT 206 2022,2022,Casablanca,Particulier,Première,151.000 km,Essence,Manuelle,6 cv ,75 ch ,56.000 DH
RENAULT Clio 2016,2016,Tanger,Particulier,Seconde,28.000 km,Diesel,Manuelle,6 cv ,85 ch ,113.000 DH
PEUGEOT 308 2018,2018,Marrakech,Particulier,Première,51.000 km,Diesel,Automatique,6 cv ,120 ch ,121.000 DH
RENAULT Laguna 2014,2014,Fès,Particulier,Seconde,84.262 km,Essence,Manuelle,9 cv ,10 ch ,57.500 DH
VOLKSWAGEN Golf 2016,2016,Khénifra,Particulier,Première,146.000 km,Diesel,Manuelle,6 cv ,115 ch ,189.000 DH
TOYOTA Corolla Sport 2021,2021,Tanger,Particulier,Première,22.000 km,Hybride,Automatique,8 cv ,122 ch ,250.000 DH
OPEL Corsa 2017,2017,Rabat,Professionnel,Première,25.900 km,Essence,Manuelle,7 cv ,70 ch ,105.000 DH
AUDI Q3 2015,2015,Rabat,Particulier,Première,82.000 km,Diesel,Manuelle,8 cv ,143 ch ,235.000 DH
FORD Kuga 2015,2015,Casablanca,Particulier,Seconde,199.000 km,Diesel,Manuelle,8 cv ,120 ch ,158.000 DH
FIAT 500 2015,2015,Casablanca,Particulier,Seconde,123.000 km,Diesel,Manuelle,6 cv ,69 ch ,87.000 DH
PEUGEOT 308 2020,2020,Casablanca,Particulier,Première,23.000 km,Diesel,Automatique,6 cv ,130 ch ,180.000 DH
VOLKSWAGEN Golf 2019,2019,Rabat,Particulier,Première,68.000 km,Diesel,Automatique,8 cv ,150 ch ,275.000 DH
RENAULT Scénic 2016,2016,Rabat,Particulier,Seconde,136.000 km,Diesel,Manuelle,6 cv ,110 ch ,140.000 DH
MINI 3 portes 2016,2016,Rabat,Particulier,Seconde,77.000 km,Essence,Manuelle,9 cv ,136 ch ,140.000 DH
PEUGEOT 207 2012,2012,Casablanca,Particulier,Première,115.600 km,Diesel,Manuelle,6 cv ,70 ch ,83.000 DH
KIA Carens 2007,2007,Casablanca,Particulier,Première,100.312 km,Essence,Manuelle,8 cv ,90 ch ,78.000 DH
SEAT Leon 2013,2013,Casablanca,Particulier,Première,130.000 km,Diesel,Manuelle,6 cv ,105 ch ,130.000 DH
VOLKSWAGEN CC 2016,2016,Rabat,Particulier,Première,194.000 km,Diesel,Manuelle,8 cv ,140 ch ,180.000 DH
MINI 3 portes 2016,2016,Casablanca,Particulier,Seconde,105.000 km,Essence,Manuelle,9 cv ,102 ch ,160.000 DH
MAZDA 2 2008,2008,Casablanca,Particulier,Première,41.500 km,Essence,Manuelle,8 cv ,75 ch ,63.000 DH
FORD Focus 2014,2014,Casablanca,Particulier,Première,95.000 km,Diesel,Manuelle,6 cv ,110 ch ,125.000 DH
CHEVROLET Cruze 2014,2014,Casablanca,Particulier,Seconde,88.000 km,Diesel,Manuelle,8 cv ,163 ch ,95.000 DH
PEUGEOT 207 2009,2009,Casablanca,Particulier,Seconde,122.500 km,Essence,Manuelle,8 cv ,90 ch ,55.000 DH
PEUGEOT Partner 2012,2012,Tanger,Particulier,Première,125.000 km,Diesel,Manuelle,7 cv ,- ,57.000 DH
JEEP Cherokee 2017,2017,Casablanca,Particulier,Seconde,145.000 km,Diesel,Automatique,8 cv ,170 ch ,225.000 DH
LAND ROVER Range Rover Sport 2014,2014,Tanger,Particulier,Première,174.000 km,Diesel,Automatique,12 cv ,306 ch ,410.000 DH
HYUNDAI ix35 2012,2012,Rabat,Particulier,Première,122.000 km,Diesel,Manuelle,8 cv ,177 ch ,148.000 DH
MERCEDES Classe C 2001,2001,Marrakech,Particulier,Seconde,400.000 km,Diesel,Manuelle,9 cv ,130 ch ,82.000 DH
CITROEN C3 2020,2020,Salé,Particulier,Première,34.500 km,Diesel,Manuelle,6 cv ,92 ch ,134.900 DH
FIAT Panda 2012,2012,Kénitra,Particulier,Seconde,35.000 km,Essence,Manuelle,6 cv ,- ,70.000 DH
VOLKSWAGEN Polo 2016,2016,Rabat,Particulier,Première,48.400 km,Diesel,Manuelle,6 cv ,70 ch ,130.000 DH
VOLVO V40 2018,2018,Rabat,Particulier,Première,87.000 km,Diesel,Automatique,8 cv ,120 ch ,175.000 DH
VOLKSWAGEN Golf 2015,2015,Rabat,Particulier,Première,160.000 km,Diesel,Automatique,8 cv ,184 ch ,215.000 DH
FIAT 500X 2019,2019,Casablanca,Particulier,Première,45.000 km,Diesel,Manuelle,6 cv ,120 ch ,180.000 DH
LAND ROVER Range Rover 2012,2012,Rabat,Particulier,Seconde,190 km,Diesel,Automatique,12 cv ,300 ch ,200.000 DH
FORD Kuga 2020,2020,Casablanca,Particulier,Première,54.000 km,Diesel,Manuelle,6 cv ,120 ch ,220.000 DH
HYUNDAI Creta 2017,2017,Casablanca,Particulier,Première,50.400 km,Diesel,Automatique,6 cv ,128 ch ,182.000 DH
DACIA Logan 2013,2013,Casablanca,Particulier,Seconde,145.000 km,Diesel,Manuelle,6 cv ,85 ch ,51.000 DH
VOLKSWAGEN Touareg 2011,2011,Casablanca,Particulier,Seconde,176.000 km,Diesel,Automatique,12 cv ,259 ch ,210.000 DH
RENAULT Fluence 2010,2010,Casablanca,Particulier,Première,180.000 km,Diesel,Manuelle,6 cv ,106 ch ,96.000 DH
RENAULT Clio 2017,2017,Casablanca,Particulier,Première,101.111 km,Diesel,Automatique,6 cv ,90 ch ,139.000 DH
RENAULT Clio 2018,2018,Casablanca,Particulier,Première,105.000 km,Essence,Manuelle,7 cv ,75 ch ,92.000 DH
FORD Kuga 2015,2015,Meknès,Particulier,Seconde,194.000 km,Diesel,Manuelle,6 cv ,140 ch ,160.000 DH
NISSAN Qashqai 2016,2016,Casablanca,Particulier,Première,33.000 km,Diesel,Automatique,6 cv ,130 ch ,180.000 DH
FIAT Doblo 2016,2016,Larache,Particulier,Seconde,55.000 km,Diesel,Manuelle,5 cv ,- ,91.000 DH
BMW Série 5 2017,2017,Rabat,Particulier,Première,154.000 km,Diesel,Automatique,8 cv ,190 ch ,380.000 DH
SKODA Octavia 2018,2018,Tanger,Particulier,Première,45.000 km,Diesel,Manuelle,8 cv ,143 ch ,180.000 DH
OPEL Astra 2006,2006,Marrakech,Particulier,Première,128.500 km,Diesel,Manuelle,7 cv ,110 ch ,78.000 DH
SKODA Yeti 2012,2012,Agadir,Particulier,Seconde,270.000 km,Diesel,Automatique,8 cv ,140 ch ,125.000 DH
VOLKSWAGEN Passat 2018,2018,Casablanca,Particulier,Première,92.000 km,Diesel,Manuelle,8 cv ,110 ch ,190.000 DH
PEUGEOT 208 2021,2021,Casablanca,Particulier,Première,11.500 km,Diesel,Manuelle,6 cv ,92 ch ,155.000 DH
PEUGEOT 3008 2019,2019,Casablanca,Particulier,Première,45.000 km,Diesel,Automatique,8 cv ,150 ch ,265.000 DH
FORD Fiesta 2011,2011,Casablanca,Particulier,Seconde,111.988 km,Diesel,Manuelle,6 cv ,85 ch ,68.000 DH
TOYOTA RAV 4 2013,2013,Temara,Particulier,Seconde,152.000 km,Diesel,Manuelle,9 cv ,- ,142.000 DH
FORD Fiesta 2016,2016,Casablanca,Particulier,Première,63.600 km,Essence,Manuelle,7 cv ,60 ch ,89.500 DH
RENAULT Laguna 2003,2003,Agadir,Particulier,Seconde,147.000 km,Diesel,Manuelle,7 cv ,- ,68.000 DH
VOLKSWAGEN Tiguan 2017,2017,Fès,Particulier,Première,162.000 km,Diesel,Automatique,8 cv ,150 ch ,305.000 DH
CITROEN C3 2018,2018,Rabat,Particulier,Seconde,30.000 km,Diesel,Manuelle,6 cv ,92 ch ,115.000 DH
PEUGEOT 301 2016,2016,Casablanca,Particulier,Première,59.000 km,Diesel,Manuelle,6 cv ,92 ch ,110.000 DH
PEUGEOT Partner Tepee 2018,2018,Casablanca,Particulier,Seconde,92.000 km,Diesel,Automatique,- ,- ,115.000 DH
ALFA ROMEO 159 2010,2010,Casablanca,Particulier,Seconde,136.000 km,Diesel,Manuelle,10 cv ,210 ch ,100.000 DH
ALFA ROMEO Giulietta 2017,2017,Casablanca,Particulier,Première,60.000 km,Diesel,Automatique,6 cv ,120 ch ,165.000 DH
AUDI Q5 2014,2014,Casablanca,Particulier,Première,142.000 km,Diesel,Manuelle,8 cv ,143 ch ,205.000 DH
BMW Série 5 2014,2014,Rabat,Particulier,Seconde,170.000 km,Diesel,Automatique,8 cv ,212 ch ,0 DH
BMW Série 5 2014,2014,Rabat,Particulier,Seconde,170.000 km,Diesel,Automatique,8 cv ,212 ch ,0 DH
RENAULT Mégane 2015,2015,Casablanca,Particulier,Seconde,146.900 km,Diesel,Manuelle,6 cv ,110 ch ,123.000 DH
FIAT Uno 2003,2003,Salé,Particulier,Seconde,220.000 km,Diesel,Manuelle,7 cv ,60 ch ,20.000 DH
SEAT Ibiza 2008,2008,Rabat,Particulier,Seconde,210.000 km,Diesel,Manuelle,6 cv ,80 ch ,75.000 DH
PEUGEOT Bipper Tepee 2018,2018,Casablanca,Particulier,Première,92.000 km,Diesel,Manuelle,6 cv ,70 ch ,115.000 DH
HYUNDAI i30 2018,2018,Casablanca,Particulier,Première,80.000 km,Diesel,Manuelle,6 cv ,134 ch ,150.000 DH
HYUNDAI i30 2018,2018,Casablanca,Particulier,Première,80.000 km,Diesel,Manuelle,6 cv ,134 ch ,150.000 DH
HYUNDAI i30 2016,2016,Rabat,Particulier,Première,59.900 km,Diesel,Manuelle,6 cv ,136 ch ,166.000 DH
VOLKSWAGEN Polo 2016,2016,Fès,Particulier,Seconde,117.000 km,Diesel,Manuelle,6 cv ,70 ch ,105.000 DH
FORD Focus 2014,2014,Temara,Particulier,Première,150.000 km,Diesel,Manuelle,6 cv ,115 ch ,126.000 DH
PEUGEOT 207 2011,2011,Temara,Particulier,Première,250.000 km,Diesel,Automatique,6 cv ,70 ch ,85.000 DH
RENAULT Kadjar 2018,2018,Casablanca,Particulier,Première,55.000 km,Diesel,Automatique,6 cv ,110 ch ,22.000 DH
FORD Fiesta 2018,2018,Marrakech,Particulier,Première,78.000 km,Diesel,Manuelle,6 cv ,85 ch ,85.000 DH
DACIA Logan 2007,2007,Salé,Particulier,Première,240.000 km,Diesel,Manuelle,6 cv ,85 ch ,54.000 DH
MERCEDES Classe C 2011,2011,Rabat,Particulier,Première,230.000 km,Diesel,Manuelle,9 cv ,150 ch ,147.000 DH
MERCEDES Classe B 2013,2013,Casablanca,Particulier,Seconde,156.000 km,Diesel,Automatique,8 cv ,105 ch ,165.000 DH
BMW Série 5 2011,2011,Rabat,Particulier,Seconde,292.000 km,Diesel,Automatique,12 cv ,190 ch ,145.000 DH
HYUNDAI Santa Fe 2016,2016,Sidi Kacem,Particulier,Seconde,122.300 km,Diesel,Automatique,9 cv ,197 ch ,195.000 DH
KIA Sportage 2012,2012,Casablanca,Particulier,Première,104.500 km,Diesel,Automatique,8 cv ,185 ch ,120.000 DH
OPEL Astra 2012,2012,Rabat,Particulier,Première,240.000 km,Diesel,Manuelle,7 cv ,130 ch ,92.000 DH
